,Geol,Dol_den,Lin_order1,Lin_order2,RTP,BGA,eK,eU,eTh,ZR,BA,RB,NB,CE,TH,U,TREE,MGO,CAO,K2O,SIO2,Label,CLUSTER_ID
126,2.0,94.51105499267578,2000.0,4472.13623046875,219.0,63.0,1.9051698446273804,1.8281382322311401,6.887845039367676,438.6426086425781,327.52520751953125,112.45594024658203,13.878479957580566,55.24760055541992,13.165311813354492,2.5009958744049072,159.47157287597656,1.3661147356033325,1.6520590782165527,2.2823755741119385,60.9015998840332,1,1
127,2.0,41.947940826416016,4472.13623046875,8944.2724609375,247.0,79.0,1.4205092191696167,1.7482050657272339,5.518586158752441,437.15155029296875,324.2716064453125,93.50050354003906,14.005688667297363,59.90678405761719,10.634101867675781,2.402618885040283,168.33822631835938,1.1868243217468262,1.123533844947815,1.9610284566879272,60.96126174926758,1,1
128,2.0,69.75993347167969,2000.0,6324.55517578125,235.0,63.0,1.4470834732055664,1.119330644607544,6.784302234649658,460.0615539550781,275.3114013671875,141.9539337158203,13.759989738464355,51.86061096191406,12.101642608642578,2.398071527481079,142.62278747558594,0.9702743291854858,0.6293709874153137,3.086857557296753,62.65060806274414,1,1
129,4.0,68.58773803710938,5656.85400390625,10000.0,243.0,79.0,0.9752734303474426,2.478264570236206,7.899291515350342,436.7698669433594,331.4869384765625,91.04637145996094,14.279858589172363,53.93085861206055,11.546813011169434,2.4049227237701416,154.2009735107422,1.2829575538635254,1.206954836845398,1.9456404447555542,60.23755645751953,1,1
130,2.0,49.65439224243164,0.0,4000.0,223.0,79.0,1.5020849704742432,1.1017425060272217,4.782864570617676,368.93988037109375,340.2452392578125,103.66202545166016,12.640073776245117,50.54618835449219,12.777949333190918,2.4177300930023193,147.759765625,1.4382575750350952,1.6948902606964111,2.178856611251831,60.99869155883789,1,1
131,2.0,94.51105499267578,2000.0,4472.13623046875,219.0,63.0,1.9051698446273804,1.8281382322311401,6.887845039367676,438.6426086425781,327.52520751953125,112.45594024658203,13.878479957580566,55.24760055541992,13.165311813354492,2.5009958744049072,159.47157287597656,1.3661147356033325,1.6520590782165527,2.2823755741119385,60.9015998840332,1,1
132,2.0,0.43006935715675354,10000.0,10198.0390625,151.0,47.0,1.2753499746322632,1.4443835020065308,7.666691780090332,591.7139282226562,335.53564453125,62.026737213134766,16.62369155883789,76.17546081542969,10.197723388671875,2.47623610496521,215.85064697265625,1.0634534358978271,1.4075556993484497,1.6049764156341553,64.47885131835938,1,1
133,2.0,2.1858222484588623,10000.0,12000.0,151.0,47.0,1.4081101417541504,1.441484808921814,7.770811557769775,817.009521484375,472.34588623046875,81.50851440429688,23.84379768371582,141.09567260742188,12.992242813110352,2.4825305938720703,405.146484375,0.9176022410392761,1.1383544206619263,2.2906830310821533,62.58431625366211,1,1
134,2.0,2.1858222484588623,10000.0,12000.0,151.0,47.0,1.4081101417541504,1.441484808921814,7.770811557769775,817.009521484375,472.34588623046875,81.50851440429688,23.84379768371582,141.09567260742188,12.992242813110352,2.4825305938720703,405.146484375,0.9176022410392761,1.1383544206619263,2.2906830310821533,62.58431625366211,1,1
135,2.0,14.012737274169922,8485.28125,10000.0,159.0,63.0,1.4130109548568726,2.314619541168213,8.821650505065918,545.1437377929688,259.9248046875,40.60179138183594,13.146148681640625,102.79134368896484,7.766693115234375,2.4896323680877686,276.8979797363281,0.8831855654716492,1.5586903095245361,1.2388346195220947,60.874874114990234,1,1
136,5.0,0.0,2000.0,2000.0,255.0,143.0,3.113812208175659,3.566255807876587,32.658363342285156,1255.505615234375,746.8201904296875,135.59385681152344,17.14301109313965,150.9894256591797,41.35501480102539,8.268481254577637,409.50225830078125,1.7532528638839722,1.234634280204773,1.012769341468811,61.28586959838867,1,3
